permit_,permit_type,reported_cost,issue_date,street_number,street_direction,street_name,contact_1_city,contact_1_state,work_description,contact_1_zipcode,community_area,ward,address,zip_code
100181923,PERMIT - NEW CONSTRUCTION,30000000,2007-06-05T00:00:00.000,1110,W,BELDEN AVE,CHICAGO,IL,CONSTRUCT NEW 5-STORY SCIENCE BUILDING PER PLANS. CONDITIONAL PERMIT. THIS PERMIT EXPIRES IN 30 DAYS IF THE FOLLOWING HAVE NOT BEEN COMPLIED:-APPROVAL OF STAMPED TRENCH BOX DETAILS (OUC APPROVAL)-CDOT PROJECT DEVELOPMENT APPROVALEXCAVATION IS NOT PERMITTED UNTIL CONDITIONS ARE COMPLIED.,,,,"1110 W BELDEN AVE, CHICAGO, IL",
100181926,PERMIT - EASY PERMIT PROCESS,12000,2007-06-04T00:00:00.000,5616,S,ELIZABETH ST,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL AS NEEDED. REMOVE / REPLACE FIVE PLUMBING FIXTURES. ELECTRICAL REPAIRS TO INCLUDE: NEW OUTLETS AND FIXTURES. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"5616 S ELIZABETH ST, CHICAGO, IL",
100181995,PERMIT - EASY PERMIT PROCESS,3900,2007-06-04T00:00:00.000,6337,S,EVANS AVE,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED THROUGH OUT, REPLACE OVERHEAD KITCHEN CABINETS, REPAIR SIDING, REMOVE / REPLACE WINDOWS. NO ELECTRICAL, NO PLUMBING ON THIS PERMIT. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"6337 S EVANS AVE, CHICAGO, IL",
100182136,PERMIT - EASY PERMIT PROCESS,1500,2007-06-05T00:00:00.000,10050,S,STATE ST,CHICAGO,IL,PATCH/REPAIR AND PAINT DRYWALL. ALL WORK SAME AS EXISTING. NO ELECTRICAL,,,,"10050 S STATE ST, CHICAGO, IL",
100182241,PERMIT - EASY PERMIT PROCESS,1000,2007-06-05T00:00:00.000,5348,S,HERMITAGE AVE,,,REPAIR EXISTING FRAME GARAGE PER BUILDING VIOLATIONS- ALL WORK SAME AS EXISTING,,,,"5348 S HERMITAGE AVE, CHICAGO, IL",
100182252,PERMIT - EASY PERMIT PROCESS,700,2007-06-05T00:00:00.000,8723,S,SAGINAW AVE,,,REPAIR FRONT PORCH REPLACE DEFECTIVE CODE VIOLATIONS NO CHANGE IN SIZE OR LOCATION,,,,"8723 S SAGINAW AVE, CHICAGO, IL",
100182283,PERMIT - RENOVATION/ALTERATION,5200,2007-06-08T00:00:00.000,11347,S,KEDZIE AVE,CHICAGO,IL,REMOVE AND REPLACE ONE STORY OPEN WOOD FRONT STAIR SYSTEM WITH NEW ONE STORY 6'X16' OPEN WOOD PORCH AND PORCH ROOF. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,,,,"11347 S KEDZIE AVE, CHICAGO, IL",
100182355,PERMIT - EASY PERMIT PROCESS,9000,2007-06-06T00:00:00.000,3124,W,42ND ST,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 22' X 22' WITH TWO - ONE SQ. FOOT ROOF VENTS, ALLEY ACCESS.",,,,"3124 W 42ND ST, CHICAGO, IL",
100182407,PERMIT - EASY PERMIT PROCESS,8500,2007-06-06T00:00:00.000,5447,W,OHIO ST,CHGO,IL,REMOVE / REPLACE FOUR FURNACES TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"5447 W OHIO ST, CHICAGO, IL",
100182450,PERMIT - SCAFFOLDING,10,2007-06-06T00:00:00.000,1511,W,WEBSTER AVE,BENSENVILLE,IL,ERECT ONE FRAME AND BRACE SCAFFOLD FROM 06/18/2007 - 06/18/2008 FOR EXTERIOR DEMOLITION.,,,,"1511 W WEBSTER AVE, CHICAGO, IL",
100182438,PERMIT - RENOVATION/ALTERATION,1815,2007-06-27T00:00:00.000,6720,N,WILDWOOD AVE,CHICAGO,IL,ERECT 8' X 12' SHED WITHIN REAR SETBACK OR SFR AS PER SITE & SHED PLANS BY HOMEOWNER ( NO ELECTRICAL WITHIN PERMIT SCOPE),,,,"6720 N WILDWOOD AVE, CHICAGO, IL",
100182442,PERMIT - RENOVATION/ALTERATION,19740,2007-06-20T00:00:00.000,10533,S,HARDING AVE,CHICAGO,IL,"ERECT REAR ONE STORY FRAME ADDITION 30'X 14' WORK TO INCLUDE ELECT, MASONRY AND CARPENTRY. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS.",,,,"10533 S HARDING AVE, CHICAGO, IL",
100182713,PERMIT - EASY PERMIT PROCESS,1000,2007-06-07T00:00:00.000,1543,S,RIDGEWAY AVE,CHICAGO,IL,"MASONRY REPAIRS: CHIMNEY CAPPING, REPAIRS TO EXTERIOR WALL,(NO GRINDING),PATCH AND REPAIR WALL AS NEEDED. ALL WORK SAME AS EXISTING.",,,,"1543 S RIDGEWAY AVE, CHICAGO, IL",
100182720,PERMIT - EASY PERMIT PROCESS,2100,2007-06-07T00:00:00.000,2115,N,CENTRAL PARK AVE,CHICAGO,IL,REMOVE / REPLACE FLOOR JOIST AND REMOVE TEMPORARY POSTS. ALL WORK SAME AS EXISTING.,,,,"2115 N CENTRAL PARK AVE, CHICAGO, IL",
100182825,PERMIT - EASY PERMIT PROCESS,400,2007-06-07T00:00:00.000,4364,S,EMERALD AVE,CHICAGO,IL,"REPAIR FRAME GARAGE SIDING AND PLYWOOD, AND SOFFIT AS NEEDED",,,,"4364 S EMERALD AVE, CHICAGO, IL",
100182914,PERMIT - EASY PERMIT PROCESS,2500,2007-06-08T00:00:00.000,1735,N,LUNA AVE,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL AS NEEDED, REPLACE DOORS, WINDOWS, FLOORING. REPAIR ROOF COVERING. REMOVE / REPLACE 10 PLUMBING FIXTURES. ELECTRICAL REPAIRS TO INCLUDE: NEW FIXTURES, CIRCUITS, RECEPTACLES. ALL WORK SAME AS EXISTING.",,,,"1735 N LUNA AVE, CHICAGO, IL",
100182946,PERMIT - RENOVATION/ALTERATION,80000,2007-06-18T00:00:00.000,4136,N,LEAMINGTON AVE,CHICAGO,IL,ERECT REAR ONE STORY FRAME ADDITION 15'X9' AND NEW (24'X44') SECOND FLOOR FRAME ADDITON TO EXISITNG ONE STORY FRAME & STUCCO SFR W/REAR ONE STORY DECK AND SECOND FLOOR ROOF DECK AND REMOVE/REPLACE ONE STORY FRONT PORCH S.A.E. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,,,,"4136 N LEAMINGTON AVE, CHICAGO, IL",
100182949,PERMIT - WRECKING/DEMOLITION,95000,2007-10-24T00:00:00.000,1947,N,HALSTED ST,CHGO,IL,WRECK AND REMOVE A FOUR STORY BRICK RESIDENTIAL BUILDING AND THREE STORY FRAME COACH HOUSE.,,,,"1947 N HALSTED ST, CHICAGO, IL",
